"level_0","level_1","level_2","color","fontface","study_label","n.e","left_lab","est","lower","upper","formatted_pred","sr_default","sr_2019","sr_2024"
"Model 4","bf","ART initiated preconception","red","plain","'Aebi-Popp, 2022'^1",21,NA,0.0160746794277545,0.00225030365129777,0.114027055147456,"0.02 (0.00, 0.11)","","","Included"
"Model 3","peri","ART initiated preconception","red","plain","'Aebi-Popp, 2022'^1",21,"40",0.322699057613355,0.091479323955004,1.15164605985661,"0.32 (0.09, 1.15)","","","Included"
"Model 3","peri","ART initiated before last month","red","plain","'Amone, 2023'^2",431,"20",1.43720679784151,0.732871958320232,2.70912665324139,"1.44 (0.73, 2.71)","","","Included"
"Model 3","peri","ART initiated in last month","black","plain","'Bailey, 2011'^3",41,"1",9.19713169032053,4.15036780726461,19.6631880361308,"9.20 (4.15, 19.66)","","","Included"
"Model 1","bf","CD4 midpoint >350","grey","plain","'Becquet, 2010'^111",NA,NA,0.96,NA,NA,"0.96 (NA, NA)","Included","",""
"Model 2","peri","Infection","black","plain","'Birkhead, 2010'^4",41,NA,20.2404967556455,12.0038318686809,31.0287043708477,"20.2 (12.0, 31.0)","Included","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","'Black, 2008'^5",302,"13",0.852102329303783,0.357760940745707,2.10572481752445,"0.85 (0.36, 2.11)","","","Included"
"Model 3","peri","ART initiated preconception","black","plain","'Blonk, 2015'^6",7,"40",0.337649201720353,0.0966475985547518,1.17875291827135,"0.34 (0.10, 1.18)","Included","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","'Bornhede, 2018'^7",3,"14",1.47665935571128,0.468725442947201,4.58460086722259,"1.48 (0.47, 4.58)","","","Included"
"Model 3","peri","ART initiated preconception","black","plain","'Bornhede, 2018'^7",10,"40",0.337434251357985,0.0963049912582127,1.1596348490059,"0.34 (0.10, 1.16)","Included","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","'Carey, 2018'^8",67,"18",0.884649316760878,0.290191409318005,2.71688632778565,"0.88 (0.29, 2.72)","","","Included"
"Model 3","peri","ART initiated preconception","black","plain","'Carey, 2018'^8",65,"40",0.283917575805675,0.0788776106290326,0.920081329052627,"0.28 (0.08, 0.92)","Included","Included","Included"
"Model 1","bf","CD4 midpoint >350","black","plain","'Chasela, 2010'^9",668,"442",0.873375976916298,0.500603797428704,1.52267420807068,"0.87 (0.50, 1.52)","","Included","Included"
"Model 2","bf","Option A","black","plain","'Chasela, 2010'^9",748,NA,0.22916832884642,0.0729781761813042,0.719160479064632,"0.23 (0.07, 0.72)","Included","Included","Included"
"Model 2","bf","Dual ARV","grey","plain","'Chasela, 2010'^9",748,NA,0.31,0,0.97,"0.31 (0.00, 0.97)","Included","Included",""
"Model 3","peri","ART initiated preconception","red","plain","'Chauhan, 2021'^10",32,"40",0.321476757891498,0.0897347712477376,1.06222632904167,"0.32 (0.09, 1.06)","","","Included"
"Model 3","peri","ART initiated before last month","red","plain","'Chen, 2019'^11",446,"13",3.76204889125759,2.36388207684279,5.78381964966329,"3.76 (2.36, 5.78)","","","Included"
"Model 3","peri","ART initiated in last month","black","plain","'Chibwesha, 2011'^12",187,"2",9.13812279397098,5.9298323106461,13.9624619055471,"9.14 (5.93, 13.96)","Included","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","'Chibwesha, 2011'^12",1188,"26.5",2.04069605216509,1.42500502625969,2.99099439157627,"2.04 (1.43, 2.99)","Included","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","'Chibwesha, 2011'^12",196,"10.5",3.34514814447904,1.82389751365766,6.00065343891654,"3.35 (1.82, 6.00)","Included","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","'Chibwesha, 2011'^12",242,"6.5",3.46685079623289,1.95904723747056,6.10374784051219,"3.47 (1.96, 6.10)","Included","Included","Included"
"Model 2","peri","Option B","black","plain","'Chibwesha, 2011'^12",250,NA,1.70314588427665,0.904374854152618,3.14993235739374,"1.7 (0.9, 3.1)","Included","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","'Choi, 2018'^13",3,"6",2.22983018900009,0.671941758630199,7.53819657173418,"2.23 (0.67, 7.54)","","","Included"
"Model 3","peri","ART initiated before last month","black","plain","'Choi, 2018'^13",2,"34",0.459275938475809,0.136018120024588,1.57321363573537,"0.46 (0.14, 1.57)","","","Included"
"Model 3","peri","ART initiated before last month","black","plain","'Choi, 2018'^13",3,"20",1.00606296580696,0.289315698799417,3.517431562527,"1.01 (0.29, 3.52)","","","Included"
"Model 3","peri","ART initiated preconception","black","plain","'Choi, 2018'^13",8,"40",0.323216030211027,0.0944873878663881,1.17449576539037,"0.32 (0.09, 1.17)","","","Included"
"Model 1","peri","CD4 midpoint [200-350]","red","plain","'Coetzee, 2019'^14",15,"272",23.3556879414839,15.6146347692946,33.6269600423548,"23.4 (15.6, 33.6)","","","Included"
"Model 3","peri","ART initiated in last month","red","plain","'Coetzee, 2019'^14",6,"2",4.81863287334035,1.42827668086906,15.8325948552131,"4.82 (1.43, 15.83)","","","Included"
"Model 3","peri","ART initiated before last month","red","plain","'Coetzee, 2019'^14",18,"12",1.41208021531907,0.440851151572166,4.37248245966118,"1.41 (0.44, 4.37)","","","Included"
"Model 3","peri","ART initiated preconception","red","plain","'Coetzee, 2019'^14",8,"40",0.29509491084785,0.0852772225620715,1.03559558257561,"0.30 (0.09, 1.04)","","","Included"
"Model 2","peri","Dual ARV","red","plain","'Coetzee, 2019'^14",8,NA,3.03649083770669,1.25941434485718,7.38085842513298,"3.0 (1.3, 7.4)","","","Included"
"Model 4","bf","ART initiated during pregnancy","black","plain","'Cohan, 2015'^15",348,NA,0.0636877852796595,0.0217611534761484,0.189512119291583,"0.06 (0.02, 0.19)","Included","","Included"
"Model 2","bf","Option B","black","plain","'Cohan, 2015'^15",353,NA,0.105525762169514,0.0360813503519097,0.294899504546542,"0.11 (0.04, 0.29)","","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","'Cohan, 2015'^15",195,"18.8",0.630640749329064,0.236184417863285,1.70894012968697,"0.63 (0.24, 1.71)","","","Included"
"Model 3","peri","ART initiated before last month","black","plain","'Cohan, 2015'^15",194,"18.7",0.745298895645146,0.287065291966168,1.88804431104814,"0.75 (0.29, 1.89)","","","Included"
"Model 2","peri","Option B","black","plain","'Cohan, 2015'^15",374,NA,1.04484772698407,0.542825582811924,2.03039633139577,"1.0 (0.5, 2.0)","Included","Included","Included"
"Model 3","peri","ART initiated preconception","black","plain","'Colbers, 2015a'^16",18,"40",0.326465121636713,0.0950211096781155,1.08529515666411,"0.33 (0.10, 1.09)","Included","Included","Included"
"Model 3","peri","ART initiated preconception","black","plain","'Colbers, 2015b'^17",11,"40",0.340459346400166,0.091847081500656,1.12611457467032,"0.34 (0.09, 1.13)","Included","Included","Included"
"Model 2","bf","Infection","black","plain","'Colebunders, 1988'^18",3,NA,28.5291805601689,14.1277407430608,48.6937789166867,"28.5 (14.1, 48.7)","Included","Included","Included"
"Model 1","peri","CD4 midpoint >350","black","plain","'Connor, 1994'^19",183,"538",19.4462333949095,14.9688922331583,25.0697392390007,"19.4 (15.0, 25.1)","","","Included"
"Model 1","bf","CD4 midpoint [0-200)","black","plain","'Coovadia Fowler, 2012'^20",54,"175",0.948104394279507,0.340224324727638,2.58428724432307,"0.95 (0.34, 2.58)","","","Included"
"Model 1","bf","CD4 midpoint >350","black","plain","'Coovadia Fowler, 2012'^20",434,"424.5",0.805785093655841,0.459323003306229,1.46641198325819,"0.81 (0.46, 1.47)","","","Included"
"Model 2","bf","Option A","black","plain","'Coovadia Fowler, 2012'^20",418,NA,0.228997258142552,0.0658492089388497,0.760797625493254,"0.23 (0.07, 0.76)","Included","Included","Included"
"Model 2","bf","Dual ARV","black","plain","'Coovadia Fowler, 2012'^20",819,NA,0.248782797404791,0.0777121424894608,0.781637893246852,"0.25 (0.08, 0.78)","Included","Included","Included"
"Model 2","bf","SDNVP, >350","grey","plain","'Coovadia Fowler, 2012'^20",434,NA,0.62,0.24,2.01,"0.62 (0.24, 2.01)","Included","Included",""
"Model 2","bf","SDNVP, <350","grey","plain","'Coovadia Fowler, 2012'^20",54,NA,1.8,0.33,9.77,"1.80 (0.33, 9.77)","Included","Included",""
"Model 1","bf","CD4 midpoint [0-200)","grey","plain","'Dabis, 1999'^21",145,NA,0.0127,0,0.1961199,"0.01 (0.00, 0.20)","Included","Included",""
"Model 1","bf","CD4 midpoint >350","black","plain","'Dabis, 1999'^21",113,"535",1.03160924453624,0.488222728157293,2.20203566734299,"1.03 (0.49, 2.20)","","","Included"
"Model 1","peri","CD4 midpoint >350","black","plain","'Dabis, 1999'^21",187,"535",20.0224535319291,15.3845711015906,25.6103445350556,"20.0 (15.4, 25.6)","","","Included"
"Model 2","bf","Infection","black","plain","'De Schacht, 2014'^22",29,NA,24.4749175074843,14.7626545779839,37.9411404857028,"24.5 (14.8, 37.9)","Included","Included","Included"
"Model 3","peri","ART initiated in last month","black","plain","'Delicio, 2011'^23",12,"1",8.50710091676566,2.90569374918686,23.1314535992698,"8.51 (2.91, 23.13)","","","Included"
"Model 2","peri","Infection","black","plain","'Dinh, 2015'^24",212,NA,11.7858399390169,8.18039815255787,16.4821983421939,"11.8 (8.2, 16.5)","Included","Included","Included"
"Model 3","peri","ART initiated preconception","black","plain","'Dinh, 2018'^25",415,"40",0.728453820807376,0.310543384338225,1.67325894518991,"0.73 (0.31, 1.67)","Included","Included","Included"
"Model 2","peri","Option B","black","plain","'Dinh, 2018'^25",338,NA,2.07623839692453,1.19707314773079,3.55199926959907,"2.1 (1.2, 3.6)","Included","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","'Dryden-Peterson, 2011'^26",114,"13.1",1.22506922111378,0.447637992957777,3.21120022857514,"1.23 (0.45, 3.21)","","","Included"
"Model 3","peri","ART initiated preconception","black","plain","'Dryden-Peterson, 2011'^26",144,"40",0.262806986361191,0.0805952256159944,0.844166693297663,"0.26 (0.08, 0.84)","Included","Included","Included"
"Model 2","peri","Option A","black","plain","'Dryden-Peterson, 2011'^26",170,NA,4.23257900165443,2.46355566156813,7.27571558130789,"4.2 (2.5, 7.3)","Included","Included","Included"
"Model 2","bf","Infection","grey","plain","'Dunn, 1992'^113",42,NA,28.5714286,26.4632435,30.6796137,"28.6 (26.5, 30.7)","Included","",""
"Model 2","peri","Infection","red","plain","'Ejikunle, 2019'^27",5,NA,16.2779579180858,7.39669374455695,31.792688134078,"16.3 (7.4, 31.8)","","","Included"
"Model 2","bf","Infection","black","plain","'Ekpini, 1997'^28",12,NA,24.8423226241398,13.5687304031029,42.0072451720662,"24.8 (13.6, 42.0)","Included","Included","Included"
"Model 2","bf","Infection","black","plain","'Embree, 2000'^29",12,NA,32.5852140306711,18.4593770178253,50.6666173270327,"32.6 (18.5, 50.7)","Included","Included","Included"
"Model 3","peri","ART initiated preconception","red","plain","'Ewenighi-Amankwah, 2020'^30",122,"40",0.291551405963143,0.0881821494685914,0.969997439543612,"0.29 (0.09, 0.97)","","","Included"
"Model 2","peri","SDNVP","grey","plain","'Ewing, 2018'^114",2275,NA,5.2307692,5.2115874,5.2499511,"5.2 (5.2, 5.2)","Included","",""
"Model 2","peri","Option B","black","plain","'Finocchario, 2015'^31",219,NA,2.94145313663283,1.66958908444296,5.04421741735686,"2.9 (1.7, 5.0)","Included","Included","Included"
"Model 2","peri","Option A","black","plain","'Finocchario, 2015'^31",904,NA,3.45406946065967,2.50560401504407,4.78808621044152,"3.5 (2.5, 4.8)","Included","Included","Included"
"Model 4","bf","ART initiated during pregnancy","grey","plain","'Flynn, 2018'^32",648,NA,0.03,0,0.1633411,"0.03 (0.00, 0.16)","Included","",""
"Model 2","bf","Option B","black","plain","'Flynn, 2018'^32",648,NA,0.11105937866456,0.0394933918401786,0.296255695017454,"0.11 (0.04, 0.30)","","Included","Included"
"Model 2","bf","Option A","black","plain","'Flynn, 2018'^32",503,NA,0.156629032640222,0.0466081132860116,0.584641289734722,"0.16 (0.05, 0.58)","","Included","Included"
"Model 2","bf","Dual ARV","black","plain","'Flynn, 2018'^32",503,NA,0.161927491392082,0.0407376285525498,0.637065737250217,"0.16 (0.04, 0.64)","Included","Included","Included"
"Model 2","peri","Option A","grey","plain","'Fowler, 2015'^115",1386,NA,1.8,1.1000509,2.4999491,"1.8 (1.1, 2.5)","Included","Included",""
"Model 2","peri","Dual ARV","grey","plain","'Fowler, 2015'^115",1386,NA,1.8,1.1000509,2.4999491,"1.8 (1.1, 2.5)","Included","Included",""
"Model 3","peri","ART initiated preconception","red","plain","'Frange, 2020'^33",247,"40",0.260819023840527,0.0811920652917367,0.770672975599514,"0.26 (0.08, 0.77)","","","Included"
"Model 3","peri","ART initiated before last month","red","plain","'Gantner, 2019'^34",16,"6",1.93171892694238,0.617640557160045,5.95171437191655,"1.93 (0.62, 5.95)","","","Included"
"Model 3","peri","ART initiated preconception","red","plain","'Gantner, 2019'^34",78,"40",0.283185424382931,0.0923693231098693,1.07399467736323,"0.28 (0.09, 1.07)","","","Included"
"Model 4","bf","ART initiated preconception","black","plain","'Gibb, 2012'^35",24,NA,0.0173025918140367,0.00220348766895523,0.110097999303547,"0.02 (0.00, 0.11)","Included","Included","Included"
"Model 3","peri","ART initiated preconception","black","plain","'Gibb, 2012'^35",172,"40",0.28184894171829,0.0919825265895094,0.904033854728952,"0.28 (0.09, 0.90)","Included","Included","Included"
"Model 4","bf","ART initiated during pregnancy","black","plain","'Gill, 2017'^36",205,NA,0.0943000261657139,0.0330962899808711,0.274331158277306,"0.09 (0.03, 0.27)","Included","","Included"
"Model 4","bf","ART initiated preconception","black","plain","'Gill, 2017'^36",381,NA,0.0218997780731964,0.00501369556576175,0.101111908264074,"0.02 (0.01, 0.10)","","","Included"
"Model 2","bf","Option B","black","plain","'Gill, 2017'^36",381,NA,0.124617017491936,0.0461900241761702,0.331063192034315,"0.12 (0.05, 0.33)","","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","'Gill, 2017'^36",205,"9.6",1.62586104983538,0.745527821671455,3.67357529252078,"1.63 (0.75, 3.67)","","","Included"
"Model 3","peri","ART initiated preconception","black","plain","'Gill, 2017'^36",382,"40",0.302758093978151,0.112051704574882,0.805951829685511,"0.30 (0.11, 0.81)","Included","Included","Included"
"Model 2","peri","Option B","black","plain","'Gill, 2017'^36",205,NA,1.62761117722693,0.823811682155328,3.25142254218148,"1.6 (0.8, 3.3)","Included","Included","Included"
"Model 4","bf","ART initiated during pregnancy","black","plain","'Giuliano, 2014'^37",66,NA,0.337222166950748,0.113321215921757,1.01978958156635,"0.34 (0.11, 1.02)","Included","","Included"
"Model 2","bf","Option B","black","plain","'Giuliano, 2014'^37",276,NA,0.122986727878036,0.0447171879199314,0.329115546531985,"0.12 (0.04, 0.33)","","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","'Giuliano, 2014'^37",278,"14",1.03971572259694,0.462178214394592,2.32985384680772,"1.04 (0.46, 2.33)","","","Included"
"Model 2","peri","Option B","black","plain","'Giuliano, 2014'^37",278,NA,1.33507660286642,0.676455918176719,2.61835960326922,"1.3 (0.7, 2.6)","Included","Included","Included"
"Model 2","peri","Option A","black","plain","'Goga, 2015'^39",822,NA,2.95090555910876,2.08831820933396,4.18210625372782,"3.0 (2.1, 4.2)","Included","Included","Included"
"Model 2","peri","Dual ARV","black","plain","'Goga, 2015'^39",710,NA,3.73108232713131,2.64895446411774,5.24783808719843,"3.7 (2.6, 5.2)","","","Included"
"Model 1","peri","CD4 midpoint >350","black","plain","'Goga, 2016'^40",63,"372",17.9576523927936,11.9664389138696,25.8138216276796,"18.0 (12.0, 25.8)","","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","'Goga, 2016'^40",163,"6",2.00633722092741,0.932945327460083,4.32962897288378,"2.01 (0.93, 4.33)","","","Included"
"Model 3","peri","ART initiated before last month","black","plain","'Goga, 2016'^40",727,"20",1.66191230368972,1.00142063782127,2.69468791503246,"1.66 (1.00, 2.69)","","","Included"
"Model 2","peri","Option B","black","plain","'Goga, 2016'^40",890,NA,1.66124046686246,1.07372920170508,2.57488561570314,"1.7 (1.1, 2.6)","Included","Included","Included"
"Model 2","peri","Option A","black","plain","'Goga, 2016'^40",1908,NA,2.46319633447014,1.89659131305385,3.18117598351717,"2.5 (1.9, 3.2)","","Included","Included"
"Model 2","peri","Dual ARV","black","plain","'Goga, 2016'^40",205,NA,2.20119032668115,1.14363019803137,4.00270123584774,"2.2 (1.1, 4.0)","","","Included"
"Model 4","bf","ART initiated during pregnancy","red","plain","'Goga, 2020'^38",803,NA,0.0683631154059154,0.032868359544542,0.147025265086069,"0.07 (0.03, 0.15)","","","Included"
"Model 4","bf","ART initiated preconception","red","plain","'Goga, 2020'^38",635,NA,0.0237579081491851,0.00637535289080645,0.0838016375249923,"0.02 (0.01, 0.08)","","","Included"
"Model 3","peri","ART initiated before last month","red","plain","'Goga, 2020'^38",803,"20",1.62894478863128,1.00177635570243,2.67071340182377,"1.63 (1.00, 2.67)","","","Included"
"Model 3","peri","ART initiated preconception","red","plain","'Goga, 2020'^38",635,"40",0.850254664487534,0.426617660992741,1.70880520361686,"0.85 (0.43, 1.71)","","","Included"
"Model 2","peri","SDNVP","black","plain","'Guay, 1999'^41",310,NA,10.791980038445,7.88570486043368,14.2596487668196,"10.8 (7.9, 14.3)","Included","Included","Included"
"Model 1","peri","CD4 midpoint >350","red","plain","'Habib, 2021'^42",20,"475",17.8388011115473,11.7668713011013,26.4864105879406,"17.8 (11.8, 26.5)","","","Included"
"Model 3","peri","ART initiated before last month","red","plain","'Harrington, 2019'^43",264,"18",2.0749301682809,1.0569960709753,4.04878891512204,"2.07 (1.06, 4.05)","","","Included"
"Model 2","bf","Infection","black","plain","'Hira, 1990'^44",19,NA,23.4535144578074,13.1805182702505,37.8060697204447,"23.5 (13.2, 37.8)","Included","Included","Included"
"Model 1","peri","CD4 midpoint [0-200)","black","plain","'Hoffman, 2010'^45",23,"161",27.308858551347,18.5513645791192,38.3962384914219,"27.3 (18.6, 38.4)","","","Included"
"Model 3","peri","ART initiated in last month","black","plain","'Hoffman, 2010'^45",151,"2",10.1368620236422,6.39766519783442,15.5220447746589,"10.14 (6.40, 15.52)","Included","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","'Hoffman, 2010'^45",422,"30",4.01345302009892,2.60602742359109,6.4091325308531,"4.01 (2.61, 6.41)","Included","Included","Included"
"Model 3","peri","ART initiated before last month","black","plain","'Hoffman, 2010'^45",157,"16",3.13411991446953,1.53159932450166,6.43586240986344,"3.13 (1.53, 6.44)","Included","Included","Included"
"Model 3","peri","ART initiated preconception","black","plain","'Hoffman, 2010'^45",143,"40",0.777674318526188,0.289318203640435,2.14492379859288,"0.78 (0.29, 2.14)","Included","Included","Included"
"Model 2","peri","SDNVP","black","plain","'Hoffman, 2010'^45",1534,NA,7.90949928114135,6.68853058424228,9.30801526704377,"7.9 (6.7, 9.3)","Included","Included","Included"
"Model 1","bf","CD4 midpoint >350","grey","plain","'Humphrey, 2010'^46",NA,NA,0.51,NA,NA,"0.51 (NA, NA)","Included","",""
"Model 2","bf","Infection","black","plain","'Humphrey, 2010'^46",334,NA,24.0005429432533,19.7679808420871,28.6998337271811,"24.0 (19.8, 28.7)","Included","Included","Included"
"Model 1","peri","CD4 midpoint [0-200)","grey","plain","'Humphrey, 2010'^46",549,"100",22.4,18.9124153,25.8875847,"22.4 (18.9, 25.9)","Included","",""
"Model 1","peri","CD4 midpoint [200-350]","grey","plain","'Humphrey, 2010'^46",891,"275",13.1,10.8845459,15.3154541,"13.1 (10.9, 15.3)","Included","",""
"Model 1","peri","CD4 midpoint >350","grey","plain","'Humphrey, 2010'^46",2094,"500",9.7,8.4323555,10.9676445,"9.7 (8.4, 11.0)","Included","",""
"Model 3","peri","ART initiated preconception","black","plain","'Huntington, 2011'^47",340,"40",0.329033489644992,0.111578817092258,0.935390717919007,"0.33 (0.11, 0.94)","Included","Included","Included"
"Model 1","peri","CD4 midpoint >350","black","plain","'Iliff, 2005'^48",4367,"404",20.9897844698544,19.8239952750258,22.2026996487402,"21.0 (19.8, 22.2)","Included","Included","Included"
"Model 1","bf","CD4 midpoint [0-200)","grey","plain","'Illiff, 2005'^48",2060,NA,0.73,0.3623853,1.0976147,"0.73 (0.36, 1.10)","Included","Included",""
"Model 3","peri","ART initiated before last month","red","plain","'Joao, 2021'^49",71,"16",1.25610299226893,0.45319273258613,3.15967939440418,"1.26 (0.45, 3.16)","","","Included"
"Model 3","peri","ART initiated before last month","red","plain","'Joao, 2021'^49",76,"16",1.23872955992723,0.494175870315295,3.18766595383825,"1.24 (0.49, 3.19)","","","Included"
"Model 3","peri","ART initiated before last month","red","plain","'Joao, 2021'^49",82,"8",2.04189909416244,0.835564710254074,4.76617558081206,"2.04 (0.84, 4.77)","","","Included"
"Model 3","peri","ART initiated before last month","red","plain","'Joao, 2021'^49",78,"9",3.75057825137014,1.61181306648912,8.18061322290539,"3.75 (1.61, 8.18)","","","Included"
"Model 1","bf","CD4 midpoint >350","grey","plain","'Kesho Bora, 2010'^50",115,NA,0.01,0,0.1927618,"0.01 (0.00, 0.19)","Included","",""
"Model 2","bf","Option B","black","plain","'Kesho Bora, 2010'^50",154,NA,0.142179631780598,0.0474735331579011,0.413307809296085,"0.14 (0.05, 0.41)","","Included","Included"
"Model 2","bf","SDNVP, >350","black","plain","'Kesho Bora, 2010'^50",283,NA,0.357179407151407,0.0625194632190247,1.92170135986556,"0.36 (0.06, 1.92)","Included","Included","Included"
"Model 2","bf","SDNVP, <350","black","plain","'Kesho Bora, 2010'^50",184,NA,0.912247734709942,0.189128540238985,4.11397360182579,"0.91 (0.19, 4.11)","Included","Included","Included"
"Model 1","bf","CD4 midpoint >350","grey","plain","'Kesho Bora, 2011'^51",NA,NA,0.48,NA,NA,"0.48 (NA, NA)","Included","",""
"Model 2","bf","Option B","black","plain","'Kesho Bora, 2011'^51",333,NA,0.167270962721696,0.0598039220004046,0.439004662433332,"0.17 (0.06, 0.44)","","Included","Included"
"Model 2","peri","Option B","black","plain","'Kesho Bora, 2011'^51",166,NA,2.30905836684296,1.27456521335988,4.14836939384499,"2.3 (1.3, 4.1)","Included","Included","Included"
"Model 2","peri","Option A","black","plain","'Kesho Bora, 2011'^51",284,NA,3.93965368060184,2.45233849391015,6.33896035605401,"3.9 (2.5, 6.3)","Included","Included","Included"
"Model 4","bf","ART initiated during pregnancy","black","plain","'Kilewo, 2009'^52",225,NA,0.322833577107122,0.16605755797459,0.651295232201643,"0.32 (0.17, 0.65)","Included","","Included"
"Model 2","bf","Option B","black","plain","'Kilewo, 2009'^52",441,NA,0.1973647119895,0.0703097586788144,0.546965378898288,"0.20 (0.07, 0.55)","","Included","Included"
"Model 2","peri","Option B","black","plain","'Kilewo, 2009'^52",364,NA,3.20276281207696,1.97433267307137,5.18930501270267,"3.2 (2.0, 5.2)","Included","Included","Included"
"Model 4","bf","ART initiated preconception","black","plain","'Kim, 2013'^53",262,NA,0.0132843806770981,0.00224694344631714,0.0793691875922279,"0.01 (0.00, 0.08)","Included","Included","Included"
"Model 3","peri","ART initiated preconception","black","plain","'Kim, 2013'^53",262,"40",0.256338808650148,0.0868743468660476,0.752513443004543,"0.26 (0.09, 0.75)","Included","Included","Included"
"Model 1","bf","CD4 midpoint [0-200)","black","plain","'Kuhn, 2010'^54",524,"174.5",0.870952345737367,0.371343603700193,2.0096325087085,"0.87 (0.37, 2.01)","","","Included"
"Model 1","bf","CD4 midpoint >350","black","plain","'Kuhn, 2010'^54",469,"424.5",0.733397037705497,0.414549225226031,1.33032078639964,"0.73 (0.41, 1.33)","Included","Included","Included"
"Model 2","bf","SDNVP, >350","grey","plain","'Kuhn, 2010'^54",469,NA,0.2,0.1637982,0.2362018,"0.20 (0.16, 0.24)","Included","Included",""
"Model 2","bf","SDNVP, <350","grey","plain","'Kuhn, 2010'^54",524,NA,0.92,0.8967711,0.9432289,"0.92 (0.90, 0.94)","Included","Included",""
"Model 2","peri","Option A","grey","plain","'Lallemant, 2004'^55",636,NA,1.8867925,1.08,3.27,"1.9 (1.1, 3.3)","Included","",""
"Model 2","peri","Dual ARV","black","plain","'Lallemant, 2004'^55",636,NA,2.21924918704294,1.42319242087242,3.47695407877582,"2.2 (1.4, 3.5)","","","Included"
"Model 2","bf","Infection","red","plain","'Le Roux, 2019'^56",7,NA,28.284178017192,14.8808997917066,46.6839866051774,"28.3 (14.9, 46.7)","","","Included"
"Model 1","peri","CD4 midpoint [0-200)","grey","plain","'Leroy, 2005'^116",956,"100",41.9751046,38.8466475,45.1035617,"42.0 (38.8, 45.1)","Included","",""
"Model 1","peri","CD4 midpoint [200-350]","grey","plain","'Leroy, 2005'^116",956,"275",29.4599372,26.5701827,32.3496918,"29.5 (26.6, 32.3)","Included","",""
"Model 1","peri","CD4 midpoint >350","grey","plain","'Leroy, 2005'^116",956,"500",18.7554393,16.2809369,21.2299418,"18.8 (16.3, 21.2)","Included","",""
"Model 2","bf","Infection","black","plain","'Liang, 2009'^57",106,NA,34.301123047919,26.5895565999957,43.3454278721461,"34.3 (26.6, 43.3)","Included","Included","Included"
"Model 2","peri","Infection","black","plain","'Lima, 2016'^58",9,NA,16.9681535986485,8.04773787430298,31.120703856949,"17.0 (8.0, 31.1)","Included","Included","Included"
"Model 3","peri","ART initiated before last month","red","plain","'Loh, 2021'^59",42,"20",0.863486111263428,0.291591944701563,2.85926061335551,"0.86 (0.29, 2.86)","","","Included"
"Model 3","peri","ART initiated preconception","red","plain","'Loh, 2021'^59",46,"40",0.296204009567876,0.0893887533363898,0.923397721403546,"0.30 (0.09, 0.92)","","","Included"
"Model 4","bf","ART initiated during pregnancy","red","plain","'Malaba, 2022'^60",268,NA,0.067664567711,0.0213807320611434,0.207589457054471,"0.07 (0.02, 0.21)","","","Included"
"Model 3","peri","ART initiated before last month","red","plain","'Malaba, 2022'^60",124,"9",1.83824579834006,0.766163306703881,4.32358382816202,"1.84 (0.77, 4.32)","","","Included"
"Model 3","peri","ART initiated before last month","red","plain","'Malaba, 2022'^60",125,"9",1.24953106749481,0.49156767200724,3.09140192303782,"1.25 (0.49, 3.09)","","","Included"
